,date,age,type,quantity,weight,price_min,price_max,price_avg,price_unit,category
22,2013-03-14,1 1/2,ML,286,199,2300,3200,2932,604848,MACHO DE 2a
23,2013-03-14,1 3/4,ML,185,236,2450,3250,2885,698174,MACHO DE 2a
24,2013-03-14,2,MC,148,262,2300,3150,2795,752607,MACHO DE 2a
25,2013-03-14,2 1/4,MC,94,295,2550,3100,2860,866910,MACHO DE 2a
26,2013-03-14,2 1/2,MC,9,326,2750,2850,2800,906744,MACHO DE 2a
27,2013-03-14,2 3/4,MC,11,366,2800,2820,2807,1024491,MACHO DE 2a
28,2013-03-14,3,MC,2,434,2980,2980,2980,1293320,MACHO DE 2a
0,2013-03-19,2 3/4,HV,2,386,2700,2700,2700,1042200,HEMBRA DE 1a
1,2013-03-19,3,HV,5,409,2820,2820,2820,1152816,HEMBRA DE 1a
2,2013-03-19,XX,VE,47,438,2560,2800,2657,1160247,HEMBRA DE 1a
3,2013-03-19,XX,TO,2,677,2960,3000,2980,2019960,MACHO DE 1a
4,2013-03-19,2,HV,2,276,2200,2200,2200,607200,HEMBRA DE 2a
5,2013-03-19,2 1/4,HV,11,310,2200,2500,2350,766818,HEMBRA DE 2a
6,2013-03-19,2 1/2,HV,10,325,2600,2600,2600,845000,HEMBRA DE 2a
7,2013-03-19,XX,VE,70,372,2200,2620,2412,907202,HEMBRA DE 2a
8,2013-03-19,2 3/4,MC,5,393,2800,2800,2800,1099840,MACHO DE 2a
9,2013-03-19,XX,TO,2,462,2700,2920,2810,1304380,MACHO DE 2a
0,2013-03-21,1,HL,12,136,2350,2350,2350,318425,HEMBRA DE 1a
1,2013-03-21,1 1/4,HL,13,175,2200,2400,2300,412185,HEMBRA DE 1a
2,2013-03-21,1 1/2,HL,49,206,2250,2600,2425,508524,HEMBRA DE 1a
3,2013-03-21,1 3/4,HL,23,237,2450,2500,2483,589039,HEMBRA DE 1a
4,2013-03-21,2,HV,2,253,2400,2400,2400,607200,HEMBRA DE 1a
5,2013-03-21,2 1/4,HV,14,312,2400,2600,2517,797907,HEMBRA DE 1a
6,2013-03-21,2 1/2,HV,14,324,2650,2650,2650,859357,HEMBRA DE 1a
7,2013-03-21,XX,VE,27,463,2360,2680,2526,1183578,HEMBRA DE 1a
8,2013-03-21,XX,VP,21,550,2550,2600,2575,1418881,HEMBRA DE 1a
9,2013-03-21,DEST,ML,6,122,3050,3050,3050,371083,MACHO DE 1a
10,2013-03-21,1,ML,15,136,2350,3050,2700,401353,MACHO DE 1a
11,2013-03-21,1 1/4,ML,64,165,3100,3250,3150,522138,MACHO DE 1a
12,2013-03-21,1 1/2,ML,175,205,3100,3200,3150,646079,MACHO DE 1a
13,2013-03-21,1 3/4,ML,151,236,3000,3200,3112,734947,MACHO DE 1a
14,2013-03-21,2,MC,67,266,3050,3150,3112,829651,MACHO DE 1a
15,2013-03-21,2 1/4,MC,65,289,3000,3150,3075,892885,MACHO DE 1a
16,2013-03-21,3,MC,1,406,2940,2940,2940,1193640,MACHO DE 1a
17,2013-03-21,1,HL,8,145,2450,2450,2450,355862,HEMBRA DE 2a
18,2013-03-21,1 1/2,HL,23,201,2100,2350,2233,464678,HEMBRA DE 2a
19,2013-03-21,1 3/4,HL,13,234,2050,2250,2150,517231,HEMBRA DE 2a
20,2013-03-21,2,HV,14,277,2350,2350,2350,651621,HEMBRA DE 2a
21,2013-03-21,2 1/2,HV,2,320,2550,2550,2550,816000,HEMBRA DE 2a
22,2013-03-21,XX,VP,1,322,1500,1500,1500,483000,HEMBRA DE 2a
23,2013-03-21,XX,VE,16,368,2300,2640,2493,898662,HEMBRA DE 2a
24,2013-03-21,DEST,ML,44,107,2650,2900,2790,300311,MACHO DE 2a
25,2013-03-21,1,ML,31,137,2700,3100,2850,389135,MACHO DE 2a
26,2013-03-21,1 1/4,ML,160,165,2700,3150,2890,478621,MACHO DE 2a
27,2013-03-21,1 1/2,ML,115,199,2450,3050,2775,577742,MACHO DE 2a
28,2013-03-21,1 3/4,ML,153,234,2600,3250,2941,712488,MACHO DE 2a
0,2013-03-21,2,MC,53,262,2500,3050,2838,773885,MACHO DE 2a
1,2013-03-21,2 1/4,MC,142,299,2500,3050,2942,897890,MACHO DE 2a
2,2013-03-21,2 1/2,MC,2,321,2500,2500,2500,802500,MACHO DE 2a
3,2013-03-21,2 3/4,MC,16,368,2720,2800,2760,1028150,MACHO DE 2a
0,2013-03-26,XX,VE,4,488,2820,2820,2820,1376160,HEMBRA DE 1a
1,2013-03-26,2,HV,1,278,2240,2240,2240,622720,HEMBRA DE 2a
2,2013-03-26,2 1/2,HV,14,329,2300,2540,2447,766911,HEMBRA DE 2a
3,2013-03-26,XX,VE,21,374,2140,2540,2418,921299,HEMBRA DE 2a
0,2013-04-02,2 3/4,HV,5,360,2740,2740,2740,986400,HEMBRA DE 1a
1,2013-04-02,XX,VE,19,462,2600,2820,2700,1241960,HEMBRA DE 1a
2,2013-04-02,XX,TO,3,645,2980,3000,2993,1931720,MACHO DE 1a
3,2013-04-02,2 1/4,HV,8,291,2400,2400,2400,699000,HEMBRA DE 2a
4,2013-04-02,2 1/2,HV,9,338,2700,2700,2700,911400,HEMBRA DE 2a
5,2013-04-02,2 3/4,HV,1,368,2560,2560,2560,942080,HEMBRA DE 2a
6,2013-04-02,XX,VE,75,380,2280,2680,2478,945129,HEMBRA DE 2a
7,2013-04-02,XX,TO,3,589,2800,2900,2850,1686400,MACHO DE 2a
0,2013-04-04,1 1/4,HL,36,171,2350,2650,2538,436747,HEMBRA DE 1a
1,2013-04-04,1 1/2,HL,49,189,2400,2550,2467,469014,HEMBRA DE 1a
2,2013-04-04,1 3/4,HL,3,221,2500,2500,2500,551667,HEMBRA DE 1a
3,2013-04-04,2,HV,2,271,2500,2500,2500,677500,HEMBRA DE 1a
4,2013-04-04,2 1/4,HV,52,301,2600,2600,2600,782300,HEMBRA DE 1a
5,2013-04-04,XX,VP,4,464,2600,2600,2600,1206400,HEMBRA DE 1a
6,2013-04-04,XX,VE,12,437,2560,2800,2645,1159797,HEMBRA DE 1a
7,2013-04-04,1,ML,1,140,3100,3100,3100,434000,MACHO DE 1a
8,2013-04-04,1 1/4,ML,66,169,3050,3100,3080,521261,MACHO DE 1a
9,2013-04-04,1 1/2,ML,92,204,2950,3450,3183,663770,MACHO DE 1a
10,2013-04-04,1 3/4,ML,45,228,3050,3250,3167,727520,MACHO DE 1a
11,2013-04-04,1 3/4,MC,21,249,3150,3150,3150,784500,MACHO DE 1a
12,2013-04-04,2,MC,60,258,2800,3200,3050,801395,MACHO DE 1a
13,2013-04-04,2 1/4,MC,130,293,2780,3150,3069,905974,MACHO DE 1a
14,2013-04-04,XX,TO,1,684,3000,3000,3000,2052000,MACHO DE 1a
15,2013-04-04,DEST,HL,3,89,1800,2450,2233,203700,HEMBRA DE 2a
16,2013-04-04,1 1/4,HL,1,154,2200,2200,2200,338800,HEMBRA DE 2a
17,2013-04-04,1 3/4,HL,6,245,2000,2400,2200,571467,HEMBRA DE 2a
18,2013-04-04,2 1/4,HV,8,314,2450,2650,2550,776638,HEMBRA DE 2a
19,2013-04-04,XX,VP,3,421,2250,2250,2250,948000,HEMBRA DE 2a
20,2013-04-04,XX,VE,19,404,2320,2520,2456,1001794,HEMBRA DE 2a
21,2013-04-04,DEST,ML,3,93,2200,2400,2267,211467,MACHO DE 2a
22,2013-04-04,1,ML,20,134,2200,2900,2650,370095,MACHO DE 2a
23,2013-04-04,1 1/4,ML,37,173,2300,2900,2662,493800,MACHO DE 2a
24,2013-04-04,1 1/2,ML,223,200,2200,3100,2859,584235,MACHO DE 2a
25,2013-04-04,1 3/4,ML,149,233,2450,3100,2805,663697,MACHO DE 2a
26,2013-04-04,2,MC,83,268,2800,3050,2892,777036,MACHO DE 2a
27,2013-04-04,2 1/4,MC,80,297,2600,3000,2812,856430,MACHO DE 2a
28,2013-04-04,2 1/2,MC,4,348,2650,2650,2650,920875,MACHO DE 2a
29,2013-04-04,2 3/4,MC,1,378,2700,2700,2700,1020600,MACHO DE 2a
0,2013-04-09,2 3/4,HV,6,360,2700,2700,2700,972000,HEMBRA DE 1a
1,2013-04-09,XX,VE,12,439,2560,2940,2780,1225517,HEMBRA DE 1a
2,2013-04-09,2 1/2,HV,7,352,2720,2720,2720,958217,HEMBRA DE 2a
3,2013-04-09,XX,VE,86,382,2300,2640,2476,949670,HEMBRA DE 2a
4,2013-04-09,2 3/4,MC,1,390,1800,1800,1800,702000,MACHO DE 2a
5,2013-04-09,XX,TO,14,476,3020,3200,3125,1508949,MACHO DE 2a
0,2013-04-11,1,HL,4,136,2100,2150,2125,291650,HEMBRA DE 1a
1,2013-04-11,1 1/4,HL,10,153,2500,2500,2500,382000,HEMBRA DE 1a
2,2013-04-11,1 1/2,HL,72,205,2250,2450,2364,489494,HEMBRA DE 1a
3,2013-04-11,2,HV,10,271,2450,2500,2475,676610,HEMBRA DE 1a
4,2013-04-11,2 1/4,HV,17,282,2500,2700,2617,746576,HEMBRA DE 1a
5,2013-04-11,2 1/2,HV,11,335,2850,2850,2850,953973,HEMBRA DE 1a
6,2013-04-11,3,HV,1,472,2960,2960,2960,1397120,HEMBRA DE 1a
7,2013-04-11,XX,VP,7,510,2500,2550,2525,1296257,HEMBRA DE 1a
8,2013-04-11,XX,VE,17,399,2560,2700,2630,1034732,HEMBRA DE 1a
9,2013-04-11,DEST,ML,21,121,2500,3150,2825,360476,MACHO DE 1a
10,2013-04-11,1 1/4,ML,228,171,3000,3250,3096,533248,MACHO DE 1a
11,2013-04-11,1 1/2,ML,292,201,2950,3150,3082,618749,MACHO DE 1a
12,2013-04-11,1 3/4,ML,177,232,3000,3250,3181,743612,MACHO DE 1a
13,2013-04-11,2,MC,148,267,3050,3150,3094,826966,MACHO DE 1a
14,2013-04-11,2 1/4,MC,60,297,2900,3100,3017,896418,MACHO DE 1a
15,2013-04-11,2 3/4,MC,8,387,3050,3050,3050,1181112,MACHO DE 1a
16,2013-04-11,XX,TO,2,590,3080,3140,3110,1836160,MACHO DE 1a
17,2013-04-11,1,HL,2,148,2150,2150,2150,318200,HEMBRA DE 2a
18,2013-04-11,1 3/4,HL,1,226,2400,2400,2400,542400,HEMBRA DE 2a
19,2013-04-11,2 1/4,HV,1,284,2320,2320,2320,658880,HEMBRA DE 2a
20,2013-04-11,XX,VP,31,410,2100,2440,2285,973695,HEMBRA DE 2a
21,2013-04-11,XX,VE,16,386,1000,2560,2132,900386,HEMBRA DE 2a
22,2013-04-11,DEST,ML,22,115,2650,2850,2733,318791,MACHO DE 2a
23,2013-04-11,1,ML,83,143,2400,2900,2700,401548,MACHO DE 2a
24,2013-04-11,1 1/4,ML,102,169,2600,2850,2729,457891,MACHO DE 2a
25,2013-04-11,1 1/2,ML,190,200,2600,3100,2813,574635,MACHO DE 2a
26,2013-04-11,1 3/4,ML,109,225,2300,3000,2756,644361,MACHO DE 2a
27,2013-04-11,2,MC,93,263,2600,3050,2875,765176,MACHO DE 2a
28,2013-04-11,2 1/4,MC,60,307,2300,2950,2722,891405,MACHO DE 2a
0,2013-04-11,3,MC,7,426,3080,3080,3080,1312080,MACHO DE 2a
0,2013-04-16,XX,VE,8,436,2780,2780,2780,1213470,HEMBRA DE 1a
1,2013-04-16,XX,TO,3,735,2960,2980,2970,2185120,MACHO DE 1a
2,2013-04-16,1 1/2,HL,1,208,2050,2050,2050,426400,HEMBRA DE 2a
3,2013-04-16,2,HV,4,267,2100,2100,2100,560700,HEMBRA DE 2a
4,2013-04-16,2 3/4,HV,3,376,2640,2640,2640,992640,HEMBRA DE 2a
5,2013-04-16,XX,VE,55,375,2260,2680,2487,947785,HEMBRA DE 2a
6,2013-04-16,XX,TO,19,455,2300,2900,2693,1251442,MACHO DE 2a
0,2013-04-18,1,HL,13,142,2300,2300,2300,327308,HEMBRA DE 1a
1,2013-04-18,1 1/4,HL,4,169,2400,2400,2400,405600,HEMBRA DE 1a
2,2013-04-18,1 1/2,HL,38,204,2450,2500,2467,506292,HEMBRA DE 1a
3,2013-04-18,1 3/4,HL,4,228,2350,2350,2350,535800,HEMBRA DE 1a
4,2013-04-18,2,HV,3,276,2350,2350,2350,648600,HEMBRA DE 1a
5,2013-04-18,2 1/4,HV,2,280,2500,2500,2500,700000,HEMBRA DE 1a
6,2013-04-18,XX,VP,32,510,2350,2550,2450,1254250,HEMBRA DE 1a
7,2013-04-18,XX,VE,10,457,2400,3060,2693,1212476,HEMBRA DE 1a
8,2013-04-18,1,ML,25,132,3050,3050,3050,403820,MACHO DE 1a
9,2013-04-18,1 1/4,ML,97,168,3000,3150,3050,514889,MACHO DE 1a
10,2013-04-18,1 1/2,ML,30,186,2900,2900,2900,539400,MACHO DE 1a
11,2013-04-18,1 3/4,ML,25,239,3000,3000,3000,717840,MACHO DE 1a
12,2013-04-18,2,MC,23,278,3250,3250,3250,903217,MACHO DE 1a
13,2013-04-18,2 1/4,MC,20,290,3000,3000,3000,869700,MACHO DE 1a
14,2013-04-18,XX,TO,3,644,2700,3060,2853,1824640,MACHO DE 1a
15,2013-04-18,DEST,HL,1,84,4500,4500,4500,378000,HEMBRA DE 2a
16,2013-04-18,1,HL,1,148,1600,1600,1600,236800,HEMBRA DE 2a
17,2013-04-18,1 3/4,HL,1,224,2150,2150,2150,481600,HEMBRA DE 2a
18,2013-04-18,2,HV,2,266,2250,2250,2250,598500,HEMBRA DE 2a
19,2013-04-18,XX,VE,16,342,2000,2500,2283,800765,HEMBRA DE 2a
20,2013-04-18,XX,VP,1,446,2050,2050,2050,914300,HEMBRA DE 2a
21,2013-04-18,DEST,ML,6,109,2600,2600,2600,283400,MACHO DE 2a
22,2013-04-18,1,ML,67,143,2150,2950,2642,401779,MACHO DE 2a
23,2013-04-18,1 1/4,ML,95,165,1800,3100,2695,461861,MACHO DE 2a
24,2013-04-18,1 1/2,ML,98,203,2650,3000,2871,588812,MACHO DE 2a
25,2013-04-18,1 3/4,ML,45,235,2500,2900,2717,649804,MACHO DE 2a
26,2013-04-18,2,MC,39,264,2800,2900,2838,744197,MACHO DE 2a
27,2013-04-18,2 1/4,MC,60,303,2650,3150,2912,908083,MACHO DE 2a
28,2013-04-18,2 1/2,MC,20,328,2900,3150,3025,1029075,MACHO DE 2a
0,2013-04-18,2 3/4,MC,11,379,2900,2900,2900,1098309,MACHO DE 2a
1,2013-04-18,XX,TO,1,642,2960,2960,2960,1900320,MACHO DE 2a
0,2013-04-23,2 1/2,HV,7,352,2720,2720,2720,958217,HEMBRA DE 1a
1,2013-04-23,3,HV,5,448,2880,2880,2880,1290240,HEMBRA DE 1a
2,2013-04-23,XX,VE,2,412,2660,2660,2660,1095920,HEMBRA DE 1a
3,2013-04-23,XX,TO,7,528,2800,3100,2950,1605714,MACHO DE 1a
4,2013-04-23,2 1/2,HV,3,357,2640,2640,2640,941600,HEMBRA DE 2a
5,2013-04-23,2 3/4,HV,9,376,2620,2740,2680,1014276,HEMBRA DE 2a
6,2013-04-23,XX,VE,32,371,2000,2540,2298,880130,HEMBRA DE 2a
7,2013-04-23,3,MC,1,456,2800,2800,2800,1276800,MACHO DE 2a
8,2013-04-23,XX,TO,2,558,2780,2900,2840,1591080,MACHO DE 2a
0,2013-04-25,1 1/2,HL,4,211,2600,2600,2600,548600,HEMBRA DE 1a
1,2013-04-25,2,HV,24,274,2450,2550,2517,693275,HEMBRA DE 1a
2,2013-04-25,1 1/4,ML,23,159,3050,3050,3050,484287,MACHO DE 1a
3,2013-04-25,1 1/2,ML,114,205,2950,3200,3020,619616,MACHO DE 1a
4,2013-04-25,1 3/4,ML,77,234,3000,3150,3075,722856,MACHO DE 1a
5,2013-04-25,2,MC,82,274,2900,3150,3038,830866,MACHO DE 1a
6,2013-04-25,2 1/4,MC,34,294,3050,3100,3067,905218,MACHO DE 1a
7,2013-04-25,2 1/2,MC,2,341,3100,3100,3100,1057100,MACHO DE 1a
8,2013-04-25,2 3/4,MC,20,375,3000,3000,3000,1125900,MACHO DE 1a
9,2013-04-25,1,HL,10,130,2450,2450,2450,317520,HEMBRA DE 2a
10,2013-04-25,1 1/2,HL,4,215,2450,2450,2450,526750,HEMBRA DE 2a
11,2013-04-25,2 1/4,HV,10,319,2550,2550,2550,812430,HEMBRA DE 2a
12,2013-04-25,XX,VP,14,401,2100,2300,2200,910143,HEMBRA DE 2a
13,2013-04-25,DEST,ML,29,121,2500,2900,2700,318303,MACHO DE 2a
14,2013-04-25,1,ML,56,138,2700,2900,2817,384225,MACHO DE 2a
15,2013-04-25,1 1/4,ML,39,165,2750,2800,2788,460595,MACHO DE 2a
16,2013-04-25,1 1/2,ML,33,189,2300,2750,2600,518161,MACHO DE 2a
17,2013-04-25,1 3/4,ML,15,241,2350,2800,2575,659587,MACHO DE 2a
18,2013-04-25,2,MC,95,269,2600,3100,2843,781322,MACHO DE 2a
19,2013-04-25,2 1/4,MC,36,286,2850,2900,2875,823586,MACHO DE 2a
20,2013-04-25,2 1/2,MC,17,350,2800,2800,2800,980659,MACHO DE 2a
21,2013-04-25,2 3/4,MC,18,379,3100,3100,3100,1176278,MACHO DE 2a
0,2013-04-30,2 3/4,HV,9,381,2880,2920,2900,1102658,HEMBRA DE 1a
1,2013-04-30,XX,VE,24,448,2760,2900,2817,1257785,HEMBRA DE 1a
2,2013-04-30,2,HV,1,272,1000,1000,1000,272000,HEMBRA DE 2a
3,2013-04-30,2 3/4,HV,6,368,2740,2740,2740,1008320,HEMBRA DE 2a
4,2013-04-30,XX,VE,17,371,2050,2620,2354,881965,HEMBRA DE 2a
0,2013-05-02,1,HL,5,136,2500,2500,2500,339000,HEMBRA DE 1a
1,2013-05-02,1 1/4,HL,41,164,2400,2550,2480,409232,HEMBRA DE 1a
2,2013-05-02,1 1/2,HL,20,196,2550,2550,2550,500055,HEMBRA DE 1a
3,2013-05-02,1 3/4,HL,39,234,2400,2750,2588,623449,HEMBRA DE 1a
4,2013-05-02,2,HV,12,252,2650,2650,2650,666917,HEMBRA DE 1a
5,2013-05-02,2 1/4,HV,8,300,2600,2600,2600,780000,HEMBRA DE 1a
6,2013-05-02,XX,VE,38,438,2520,2840,2705,1196951,HEMBRA DE 1a
7,2013-05-02,XX,VP,11,424,2500,2550,2525,1062555,HEMBRA DE 1a
8,2013-05-02,DEST,ML,10,114,3000,3300,3150,367320,MACHO DE 1a
9,2013-05-02,1,ML,22,139,3050,3250,3150,444350,MACHO DE 1a
10,2013-05-02,1 1/4,ML,64,168,3100,3150,3133,525119,MACHO DE 1a
11,2013-05-02,1 1/2,ML,101,187,2900,3200,3067,573701,MACHO DE 1a
12,2013-05-02,2,MC,13,259,3100,3100,3100,803615,MACHO DE 1a
13,2013-05-02,2 1/2,MC,40,336,3000,3000,3000,1006650,MACHO DE 1a
14,2013-05-02,XX,TO,2,678,2980,3040,3010,2038860,MACHO DE 1a
15,2013-05-02,1,HL,1,140,2500,2500,2500,350000,HEMBRA DE 2a
16,2013-05-02,1 1/4,HL,8,170,2400,2400,2400,408600,HEMBRA DE 2a
17,2013-05-02,1 3/4,HL,2,237,2350,2350,2350,556950,HEMBRA DE 2a
18,2013-05-02,XX,VE,9,355,2360,2640,2500,915040,HEMBRA DE 2a
19,2013-05-02,DEST,ML,23,120,2500,3000,2720,326061,MACHO DE 2a
20,2013-05-02,1,ML,24,143,2500,2800,2683,397242,MACHO DE 2a
21,2013-05-02,1 1/4,ML,94,160,2500,2900,2744,445771,MACHO DE 2a
22,2013-05-02,1 1/2,ML,79,191,2550,3100,2767,537370,MACHO DE 2a
23,2013-05-02,1 3/4,ML,58,233,2750,3150,2950,707079,MACHO DE 2a
24,2013-05-02,2,MC,17,251,2550,2850,2725,691300,MACHO DE 2a
25,2013-05-02,2 1/4,MC,27,282,2700,2900,2800,807185,MACHO DE 2a
26,2013-05-02,2 3/4,MC,15,372,3000,3000,3000,1114800,MACHO DE 2a
27,2013-05-02,XX,TO,2,621,2600,2800,2700,1676200,MACHO DE 2a
0,2013-05-07,DEST,HL,1,126,2450,2450,2450,308700,HEMBRA DE 1a
1,2013-05-07,1 3/4,HL,10,227,2520,2520,2520,572544,HEMBRA DE 1a
2,2013-05-07,2 1/2,HV,6,339,2700,2700,2700,915300,HEMBRA DE 1a
3,2013-05-07,2 3/4,HV,12,388,2800,2820,2813,1090000,HEMBRA DE 1a
4,2013-05-07,3,HV,5,423,2880,2880,2880,1218816,HEMBRA DE 1a
5,2013-05-07,XX,VE,29,430,2620,2840,2756,1188927,HEMBRA DE 1a
6,2013-05-07,2 1/4,HV,11,290,2450,2520,2485,720949,HEMBRA DE 2a
7,2013-05-07,XX,VE,52,373,1900,2740,2423,932805,HEMBRA DE 2a
8,2013-05-07,2 3/4,MC,5,394,3020,3020,3020,1191088,MACHO DE 2a
9,2013-05-07,XX,TO,9,507,2500,3120,2960,1531404,MACHO DE 2a
0,2013-05-09,1,HL,9,140,2500,2550,2525,353356,HEMBRA DE 1a
1,2013-05-09,1 1/4,HL,71,167,2450,2950,2562,427501,HEMBRA DE 1a
2,2013-05-09,1 1/2,HL,110,207,2400,2850,2617,545781,HEMBRA DE 1a
3,2013-05-09,1 3/4,HL,77,236,2550,3600,2820,672792,HEMBRA DE 1a
4,2013-05-09,2,HV,68,268,2550,2750,2628,716491,HEMBRA DE 1a
5,2013-05-09,2 1/4,HV,51,305,2600,3900,2875,857100,HEMBRA DE 1a
6,2013-05-09,2 1/2,HV,2,359,2840,2840,2840,1019560,HEMBRA DE 1a
7,2013-05-09,2 3/4,HV,3,367,2820,2820,2820,1035880,HEMBRA DE 1a
8,2013-05-09,3,HV,4,418,2840,2860,2850,1194540,HEMBRA DE 1a
9,2013-05-09,XX,VE,32,432,2650,2880,2748,1183386,HEMBRA DE 1a
10,2013-05-09,XX,VP,4,516,2550,2550,2550,1314525,HEMBRA DE 1a
11,2013-05-09,DEST,ML,6,122,3050,3050,3050,372100,HEMBRA DE 1a
12,2013-05-09,1,ML,4,148,3100,3100,3100,460350,HEMBRA DE 1a
13,2013-05-09,1 1/4,ML,108,164,3050,3300,3121,516104,HEMBRA DE 1a
14,2013-05-09,1 1/2,ML,84,189,3150,3300,3212,610758,HEMBRA DE 1a
15,2013-05-09,2,MC,65,273,3100,3250,3175,873160,HEMBRA DE 1a
16,2013-05-09,2 1/4,MC,40,313,3250,3250,3250,1017575,HEMBRA DE 1a
17,2013-05-09,2 1/2,MC,34,348,2800,3000,2917,1033482,HEMBRA DE 1a
18,2013-05-09,XX,TO,2,648,3040,3040,3040,1969920,HEMBRA DE 1a
19,2013-05-09,1,HL,5,135,2700,2700,2700,365040,HEMBRA DE 2a
20,2013-05-09,1 1/4,HL,1,170,1400,1400,1400,238000,HEMBRA DE 2a
21,2013-05-09,1 1/2,HL,1,186,1900,1900,1900,353400,HEMBRA DE 2a
22,2013-05-09,2,HV,3,262,2500,2500,2500,655000,HEMBRA DE 2a
23,2013-05-09,2 1/4,HV,8,298,2500,2600,2550,754875,HEMBRA DE 2a
24,2013-05-09,XX,VE,53,343,2380,2540,2458,852761,HEMBRA DE 2a
25,2013-05-09,XX,VP,19,389,2100,2650,2375,914905,HEMBRA DE 2a
26,2013-05-09,DEST,ML,20,111,2400,3050,2712,311405,MACHO DE 2a
27,2013-05-09,1,ML,30,138,2800,2900,2850,394337,MACHO DE 2a
28,2013-05-09,1 1/4,ML,41,167,2400,2950,2717,474320,MACHO DE 2a
0,2013-05-09,1 1/2,ML,103,199,2600,2950,2778,566222,MACHO DE 2a
1,2013-05-09,1 3/4,ML,48,224,3050,3050,3050,682056,MACHO DE 2a
2,2013-05-09,2,MC,133,262,2750,3100,2989,784103,MACHO DE 2a
3,2013-05-09,2 1/4,MC,122,304,2400,3150,2856,890136,MACHO DE 2a
4,2013-05-09,2 1/2,MC,3,357,3020,3020,3020,1079147,MACHO DE 2a
0,2013-05-14,XX,VE,15,444,2680,2860,2770,1235267,HEMBRA DE 1a
1,2013-05-14,1 3/4,HL,6,244,2580,2580,2580,629520,HEMBRA DE 2a
2,2013-05-14,2 1/4,HV,8,293,2600,2600,2600,761150,HEMBRA DE 2a
3,2013-05-14,XX,VE,51,383,2040,2720,2425,950310,HEMBRA DE 2a
0,2013-05-16,DEST,HL,21,125,2500,2550,2525,319357,HEMBRA DE 1a
1,2013-05-16,1,HL,18,136,2350,2400,2375,322606,HEMBRA DE 1a
2,2013-05-16,1 1/4,HL,109,167,2350,2600,2472,421220,HEMBRA DE 1a
3,2013-05-16,1 1/2,HL,27,199,2440,2600,2513,498363,HEMBRA DE 1a
4,2013-05-16,1 3/4,HL,20,230,2450,2600,2533,593210,HEMBRA DE 1a
5,2013-05-16,2,HV,36,271,2650,2700,2675,725658,HEMBRA DE 1a
6,2013-05-16,2 1/4,HV,2,306,2540,2720,2630,805680,HEMBRA DE 1a
7,2013-05-16,2 1/2,HV,26,326,2420,2800,2675,897720,HEMBRA DE 1a
8,2013-05-16,2 3/4,HV,10,378,2620,2820,2720,1005400,HEMBRA DE 1a
9,2013-05-16,3,HV,1,406,2840,2840,2840,1153040,HEMBRA DE 1a
10,2013-05-16,XX,VE,29,422,2100,2950,2714,1160114,HEMBRA DE 1a
11,2013-05-16,XX,VP,1,414,2500,2500,2500,1035000,HEMBRA DE 1a
12,2013-05-16,1,ML,63,141,3100,3200,3150,442105,HEMBRA DE 1a
13,2013-05-16,1 1/4,ML,174,166,2700,3200,3107,523504,HEMBRA DE 1a
14,2013-05-16,1 1/2,ML,88,193,2900,3300,3121,609292,HEMBRA DE 1a
15,2013-05-16,2,MC,102,270,3150,3300,3250,876313,HEMBRA DE 1a
16,2013-05-16,2 1/4,MC,21,315,2950,3250,3100,1018043,HEMBRA DE 1a
17,2013-05-16,XX,TO,1,400,2850,2850,2850,1140000,HEMBRA DE 1a
18,2013-05-16,DEST,HL,7,123,2300,2600,2450,286429,HEMBRA DE 2a
19,2013-05-16,2,HV,3,253,2350,2350,2350,593767,HEMBRA DE 2a
20,2013-05-16,XX,VE,89,380,2100,2660,2410,922385,HEMBRA DE 2a
21,2013-05-16,XX,VP,1,412,2480,2480,2480,1021760,HEMBRA DE 2a
22,2013-05-16,DEST,ML,7,100,2400,2650,2517,250386,MACHO DE 2a
23,2013-05-16,1,ML,49,137,2700,3050,2850,397969,MACHO DE 2a
24,2013-05-16,1 1/4,ML,68,163,2600,3050,2781,460675,MACHO DE 2a
25,2013-05-16,1 1/2,ML,112,191,2450,3000,2792,553679,MACHO DE 2a
26,2013-05-16,1 3/4,ML,67,234,2500,2900,2736,662994,MACHO DE 2a
27,2013-05-16,2,MC,93,257,2700,3100,2914,759328,MACHO DE 2a
28,2013-05-16,2 1/4,MC,26,292,2600,3050,2810,820231,MACHO DE 2a
0,2013-05-16,2 1/2,MC,41,338,2650,3150,2888,999776,MACHO DE 2a
0,2013-05-21,1 3/4,HL,1,244,2450,2450,2450,597800,HEMBRA DE 1a
1,2013-05-21,2 1/2,HV,6,346,2840,2840,2840,981693,HEMBRA DE 1a
2,2013-05-21,2 3/4,HV,7,364,2960,2960,2960,1076594,HEMBRA DE 1a
3,2013-05-21,XX,VE,1,506,2720,2720,2720,1376320,HEMBRA DE 1a
4,2013-05-21,1 1/2,ML,7,189,2950,2950,2950,558814,MACHO DE 1a
5,2013-05-21,XX,TO,1,728,2980,2980,2980,2169440,MACHO DE 1a
6,2013-05-21,2,HV,14,266,2550,2550,2550,678300,HEMBRA DE 2a
7,2013-05-21,2 1/2,HV,9,336,2620,2620,2620,880902,HEMBRA DE 2a
8,2013-05-21,XX,VE,47,379,2150,2800,2637,987173,HEMBRA DE 2a
9,2013-05-21,XX,TO,1,724,3060,3060,3060,2215440,MACHO DE 2a
0,2013-05-23,1,HL,4,131,2500,2500,2500,327500,HEMBRA DE 1a
